,title,summary,categories
917,Noise," delves into the concept of randomness and talks about how we as humans make decisions that prove to be life-changing, without putting the necessary thought into it, and how we can strengthen our thinking processes.",happiness
918,Keep Going," teaches us how to persist in creative work when our brain wants to take a million different paths, showing us how to harness our brain power in moments of innovation as well as tediousness.",happiness
919,Effortless, takes the idea of productivity to another level by explaining how doing the most with a minimum input of effort and time is a much more desired outcome than the idea of being constantly busy that is glamorized nowadays.,happiness
920,Make It Stick," explores ways to memorize faster and make learning easier, all while debunking myths and common misconceptions about learning being difficult and attributed to those who have highly native cognitive skills, with the help of researchers who’ve studied the science of memory their entire life.",happiness
921,How to Think More Effectively," delves into the subject of thinking mechanisms and cognitive processes, and explores how you can think more efficiently and draw better insights from the world around you by adopting a few key practices, such as filtering your thoughts or prioritizing work. ",happiness
922,Boss It," is a hands-on guide to entrepreneurship and what running business implies, from motivation, to hard work, consistency, great time management and a series of practical skills that are needed to fully succeed in this environment.",happiness
923,Do What Matters Most," outlines the importance of time management in anyone’s life and explores highly efficient methods to set goals for short-term and long-term intervals, as well as how to achieve them by being more productive and learning how to prioritize.",happiness
924,The Little Book of Talent," explores the concept of talents, skills and capabilities, and offers a multitude of effective tips and tricks on how to acquire hard skills using methods tested by top performers worldwide.",happiness
925,Hiring Success, highlights the importance of the human resource for any company and describes a successful business approach that focuses on finding highly trained and skilled future employees as a source of competitive advantage on the market.,happiness
926,Fail Fast Fail Often," outlines the importance of accepting failure as a natural part of our life, and how by embracing it instead of fearing it can improve the way we evolve, grow, learn and respond to new experiences and people.",happiness
927,Disney U," outlines the principles that create the customer-centric philosophy of Disney and contribute to the company’s massive success, while also highlighting some aspects of their organizational culture, such as caring for their staff and providing high-quality training.",happiness
928,The Hidden Habits of Genius, looks at how geniuses separate themselves from the rest by having in common a distinctive set of characteristics and habits that form a unique way of thinking and cultivating brilliance. ,happiness
929,How to Take Smart Notes," is the perfect guide on how to improve your writing, reading, and learning techniques using simple yet little-known tips-and-tricks that you can implement right away to develop these skills.",happiness
930,The Law Says What," is a book that delivers significant insights into various everyday aspects of the law that most of us don’t know about but really should, how we should navigate between them and get a better understanding of how they can protect us.",happiness
931,Bounce Back," is a book by Susan Kahn, a business coach who will teach you the psychology of resilience from the perspectives of Greek philosophy, Sigmund Freud, and modern neuroscience, so you can recover quickly from professional blunders of all kinds by changing your thinking.",happiness
932,"Now, Discover Your Strengths"," shows you how to find your top five strengths by outlining what strengths are, how you get them, why they’re important to reaching your full potential, and how to discover your own through analyzing the times when your behavior is the most natural or instinctive and why.",happiness
933,Hyperfocus," teaches you how to become more efficient and improve your concentration by deciding on one thing to work on, focusing only on that task, learning to understand when your mind has wandered and redirecting your attention back to your work, and thinking creatively when you’re not working.",happiness
934,No Rules Rules," explains the incredibly unique and efficient company culture of Netflix, including the amazing levels of freedom and responsibility it gives employees and how this innovative way of running the business is the very reason that Netflix is so successful.",happiness
937,The Design Of Everyday Things, helps you understand why your inability to use some products isn’t your fault but instead is the result of bad design and how companies can use the principles of cognitive psychology to implement better design principles that actually solve your problems without creating more of them.,happiness
940,See You On The Internet, is the ultimate beginner-level digital marketing guide that teaches you how to build an online business presence by doing everything from starting a website to managing social media accounts.,happiness
941,The Coach’s Survival Guide, gives you all the tools that you need to become a successful coach and make the biggest positive impact on your clients.,happiness
942,Maximize Your Potential," shows you how to make your work life one that’s both fulfilling and productive by shifting your mindset and taking advantage of your ambitions, skills, and creativity.",happiness
943,Team Of Teams, reveals the incredible power that small teams have to manage the difficult and complicated issues that arise in every company and how even large organizations can take advantage of them by building a system of many teams that work together.,happiness
944,Think Like A Rocket Scientist, teaches you how to think like an engineer in your everyday life so that you can accomplish your personal and professional goals and reach your full potential.,happiness
945,You’ll See It When You Believe It," shows you how to discover your true, best self by revealing how to use the power of your mind to find peace with yourself, the people around you, and the universe.",happiness
946,Winners Dream," will inspire you to get up and get moving to make your biggest goals happen by sharing the incredible rags to riches story of Bill McDermott, who went from humble beginnings to CEO of the biggest software company in the world simply by having a vision of what he wanted in life.",happiness
947,The Fifth Discipline, shows you how to find joy at work again as an employee and improve your company’s productivity if you’re an employer by outlining the five values you must adopt to turn your workplace into a learning environment.,happiness
948,Epic Content Marketing, shows why traditional methods for selling like TV and direct mail are dead and how creating content is the new future of advertising because it actually grabs people’s attention by focusing on what they care about instead of your product.,happiness
949,Free To Focus," will make you more productive by identifying why your understanding of the definition of efficient work is flawed, how to fix it, and how to have the confidence to say no to distractions and work that isn’t worth your time.",happiness
950,The 4 Day Week," will help you improve your personal productivity and that of everyone around you by outlining a powerful technique to reduce the workweek by one day and implement other changes to help employees be healthier, happier, and more focused.",happiness
951,Change By Design, makes you a better problem solver at every aspect of life by outlining the design thinking process that companies can use to innovate and improve.,happiness
952,The 4 Disciplines Of Execution," outlines the path that company leaders and individuals must follow to set the right goals and improve behavior to achieve success on a bigger, long-term scale.",happiness
953,The Introvert’s Complete Career Guide, will teach those who have a hard time talking to people how to gain confidence in navigating the workplace from job interview to office relationships.,happiness
954,What Got You Here Won’t Get You There, helps you overcome your personality traits and behaviors that stop you from achieving even more success. ,happiness
955,Trillion Dollar Coach, will help you become a better leader in the office by sharing the life and teachings of businessman Bill Campbell who helped build multi-billion dollar companies in Silicon Valley.,happiness
956,Cribsheet," is a smart guide on how to make the best parenting choices for you and your child, by using an economic perspective and evidence-based advice based on scientific data.",happiness
957,Range, shows that having a broad spectrum of skills and interests and taking your time to figure them out is better than specializing in just one area.,happiness
958,Bird By Bird," is Ann Lamott’s guide to using the power of routine, being yourself, rolling with the punches, and many other principles to become a better writer.",happiness
959,The Storytelling Edge, will boost your communication and persuasiveness skills by showing you how to tell powerful narratives in a convincing way and giving examples of why you should.,happiness
960,The 4 Pillar Plan," is your guide to the right diet, exercise, relaxation, and sleep decisions that will improve your health dramatically.",happiness
961,Alchemy, is your guide to making magic happen in business and life by teaching you how to practice irrational thinking to stand out and come up with powerful solutions to your problems and those of others. ,happiness
962,A Whole New Mind, is your guide to standing out in the competitive workplace by taking advantage of the big-picture skills of the right side of your brain.,happiness
963,The Dip," teaches us that, between starting and succeeding, there’s a time of struggle when we should either pursue excellence or quit strategically while helping us choose between the two.",happiness
964,The Organized Mind, will show you how to adapt your mind to our modern information culture so  you can work efficiently without feeling exhausted.,happiness
965,The Messy Middle, challenges the notion that projects grow slowly and smoothly toward success by outlining the rocky but important intermediate stages of any journey and how to survive them.,happiness
966,The Effective Executive," gives leaders a step-by-step formula to become more productive, developing their own strengths and those of their employees.",happiness
967,The Checklist Manifesto, explains why checklists can save lives and teaches you how to implement them correctly.,happiness
968,The 12 Week Year, will teach you how to reliably hit your goals by planning in 12-week cycles instead of following our typical 12-month routine.,happiness
969,The Miracle Equation," is a simple, step-by-step process to make achieving your goals inevitable by bridging the gap between knowing and doing.",happiness
970,Great At Work, examines what it takes to be a top performer and gives practical advice to achieve significant results at work while maintaining an excellent work-life balance.,happiness
971,Digital Minimalism," shows us where to draw the line with technology, how to properly take time off our digital devices, and why doing so is the key to living a happy, focused life in a noisy world.",happiness
972,The Rise, explains the integral role of failure in all creative endeavors and provides examples of great thinkers who thrived because they viewed failure as a necessary part of their journey towards mastery.,happiness
973,Peak Performance," shows you how to perform at your highest level by exploring the most significant factors that contribute to delivering our best work, such as stress, rest, focus, and purpose. ",happiness
974,"Own The Day, Own Your Life", is a straightforward guide to maximizing your potential by optimizing your health of body and mind with simple tweaks to your daily routine.,happiness
975,The Inner Game Of Tennis," is about the mental state required to deliver peak performance and how you can cultivate that state in sports, work, and life.",happiness
976,The Power Of Your Subconscious Mind," is a spiritual self-help classic, which teaches you how to use visualization and other suggestion techniques to adapt your unconscious behavior in positive ways.",happiness
977,How To Talk To Anyone," is a collection of actionable tips to help you master the art of human communication, leave great first impressions and make people feel comfortable around you in all walks of life.",happiness
978,The First 20 Hours, lays out a methodical approach you can use to pick up new skills quickly without worrying about how long it takes to become an expert.,happiness
979,The Fifth Agreement," is an update and sequel to one of the world’s most popular self-help books, which shines a new light on ancient, Toltec wisdom, to help us master our selves, cultivate deep awareness, and be who we really are.",happiness
980,The 4-Hour Body," is a complete guide to hacking your health, helping you achieve anything from rapid fat loss and quick muscle gain to better sleep, sex, and extreme athletic performance.",happiness
981,The Secret," is a self-help book by Rhonda Byrne that explains how the law of attraction, which states that positive energy attracts positive things into your life, governs your thinking and actions, and how you can use the power of positive thinking to achieve anything you can imagine.",happiness
982,Nobody Wants to Read Your Sh*t," combines countless lessons Steven Pressfield has learned from succeeding as a writer in advertising, the movie industry, fiction, non-fiction, and self-help, in order to help you write like a pro.",happiness
983,Finish," identifies perfectionism as the biggest enemy of your goals, in order to then help you defeat it with research backed strategies to get things out the door while having fun, taking the pressure off and cutting yourself some slack.",happiness
984,The 5 Second Rule," is a simple tool that undercuts most of the psychological weapons your brain employs to keep you from taking action, which will allow you to procrastinate less, live happier and reach your goals.",happiness
985,The Four Tendencies," is a personality profile framework to help you understand how you and the people around you deal with their outer and inner expectations, so you can better manage your life, work and relationships.",happiness
986,Accidental Genius," introduces you to the concept of freewriting, which you can use to solve complex problems, exercise your creativity, flesh out your ideas and even build a catalog of publishable work.",happiness
987,The Productivity Project, recounts the lessons Chris Bailey learned over the course of a year running various productivity experiments to help you get more done in all areas of your life.,happiness
988,What Color Is Your Parachute," is a classic for job seekers, equipping you with the tools, tips and strategies you need to quickly find the right gig in today’s fast-moving market.",happiness
989,Get Smart," reveals how you can access more of your brain’s power through simple, actionable brain training techniques that’ll spark your creativity, make you look for the positive and help you achieve your goals faster.",happiness
990,The Four Agreements," draws on the long tradition of the Toltecs, an ancient, indigenous people of Mexico, to show you that we have been domesticated from childhood, how these internal, guiding rules hurt us and what we can do to break and replace them with a new set of agreements with ourselves.",happiness
991,Sprint, completely overhauls your project management process so it allows you to go from zero to prototype in just five days and figure out if your idea is worth creating faster than ever.,happiness
992,The Innovator’s Dilemma," is a business classic that explains the power of disruption, why market leaders are often set up to fail as technologies and industries change and what incumbents can do to secure their market leadership for a long time.",happiness
993,On The Shortness Of Life," is a 2,000 year old, 20-page masterpiece by Seneca, Roman stoic philosopher and teacher to the emperors, about time and how to best use it, to ensure you lead a long and fulfilling life.",happiness
994,Trying Not To Try," explores ancient, Chinese philosophy to break down the art of being spontaneous, which will help you unite your mind and body, reach a state of flow, and breeze through life like a leaf in a river.",happiness
995,Simple Rules," shows you how to navigate our incredibly complex world by learning the structure of and coming up with your own set of easy, clear-cut rules to follow for the most various situations in life.",happiness
996,The Creative Habit," is a dancer’s blueprint to making creativity a habit, which she’s successfully done for over 50 years in the entertainment industry.",happiness
997,The Seven Spiritual Laws Of Success," brings together the spiritual calmness and mindful behavior of Eastern religions with Western striving for achieving internal and external success, showing you seven specific ways to let both come to you.",happiness
998,Making Ideas Happen," is a systematized approach to coming up with creative ideas and, more importantly, actually executing them, that teams and companies can use to move their business and the world forward.",happiness
999,The Artist’s Way," is an all-time, self-help classic, helping you to reignite your inner artist, recover your creativity and let the divine energy flow through you as you create your art.",happiness
1000,Six Thinking Hats," divides thinking into six distinct areas and perspectives, which will help you, your team, and your company tackle problems from different angles, thus solving them with the power of parallel thinking and saving time, money, and energy as a result.",happiness
1001,Steal Like An Artist," gives you permission to copy your heroes’ work and use it as a springboard to find your own, unique style, all while remembering to have fun, creating the right work environment for your art and letting neither criticism nor praise drive you off track.",happiness
1002,Mind Gym," explains why the performance of world-class athletes isn’t only a result of their physical training, but just as much due to their mentally fit minds and shows you how you can cultivate the mindset of a top performer yourself.",happiness
1003,The Practicing Mind," shows you how to cultivate patience, focus, and discipline for working towards your biggest goals, by going back to the basic principles of practice, embracing a child-like trial-and-error attitude again and thus make working hard towards mastery a fulfilling process in itself.",happiness
1004,How To Read A Book," is a 1940 classic teaching you how to become a more active reader and deliberately practice the various stages of reading, in order to maximize the value you get from books.",happiness
1005,Getting Everything You Can Out Of All You’ve Got," gives you 21 ways to beat the competition in business by working with the assets you have, but are not considering, learning to see opportunities where others see obstacles and doing things differently on purpose.",happiness
1006,The Compound Effect," will show you why big, abrupt changes rarely work and how you can change your life over time with the power of small, daily steps, a routine that builds momentum and the courage to break through your limits when you reach them.",happiness
1007,Your Best Just Got Better," shows you how to tackle productivity and performance with the best techniques to help you work smarter, get more done and stay inspired.",happiness
1008,Switch," is about how you can lead and encourage changes of human behavior, both in yourself and in your organization, by focusing on the three forces that influence it: the rider, the elephant and the path.",happiness
1009,Algorithms To Live By," explains how computer algorithms work, why their relevancy isn’t limited to the digital world and how you can make better decisions by strategically using the right algorithm at the right time, for example in dating, at home or in the office.",happiness
1010,Winners: And How They Succeed," draws on years of research and extensive interviews with a wide array of successful people to deliver a blueprint for what it takes to win in life based on strategy, leadership and team-building.",happiness
1011,The Rise Of Superman," decodes the science of ultimate, human performance by examining how top athletes enter and stay in a state of flow, while achieving their greatest feats, and how you can do the same.",happiness
1012,The Code Of The Extraordinary Mind," gives you a 10-step framework for success, based on the lives of the world’s most successful people, who the author has spent 200+ hours interviewing.",happiness
1013,"Think Like A Freak teaches you how to reject conventional wisdom as often as possible, ask the right questions about everything and come up with your own, statistically validated answers, instead of relying on other peoples’ opinions or common sense",.,happiness
1014,Remote, explains why offices are a thing of the past and what both companies and employees can do to thrive in a company that’s spread all across the globe with people working wherever they choose to.,happiness
1015,The Now Habit," is a strategic program to help you eliminate procrastination from your life, bring fun and motivation back to your work and enjoy your well-earned spare time without feeling guilty.",happiness
1016,Where Good Ideas Come From," describes how the process of innovation is similar to evolution and why good ideas have to be shaped over time, build on existing platforms, require connections, luck, and error and how you can turn something old into something new.",happiness
1017,Mini Habits," explains how you can get the most out of the fact that 45% of your behavior happens on autopilot by setting ridiculously small goals, relying on willpower instead of motivation and tracking your progress to live a life that’s full of good mini habits.",happiness
1018,"The Eureka Factor lays out the history of so-called “aha moments” and explains what happens in your brain as you have them, where they come from and how you can train yourself to have more flashes of genius",.,happiness
1019,Grain Brain," takes a look at the impact carbohydrates have on the structure and development of your brain, arriving at the conclusion that a diet high in fat, low in carbs and especially sugar, combined with fasting, lots of activity and more sleep could provide you with a much higher quality of life.",happiness
1020,A Curious Mind," is an homage to the power of asking questions, showing you how being curious can change your entire life, from the way you do business, to how you interact with your loved ones, or even shape your country.",happiness
1021,The Third Wave," lays out the history of the internet and how it’s about to permeate everything in our lives, as well as what it takes for entrepreneurs to make use of this mega-trend and thrive in an omni-connected, always-online world.",happiness
1022,Originals," re-defines what being creative means by using many specific examples of how persistence, procrastination, transparency, critical thinking and perspective can be brought together to change the world.",happiness
1023,Hatching Twitter," details the story and human drama behind the creation and meteoric rise of Twitter, the social media platform that’s changed how we communicate over the past ten years.",happiness
1024,The Sleep Revolution," paints a grim picture of Western sleep culture, but not without extending a hand to school kids, students, professionals and CEOs alike by offering genuine advice on how to stop wearing sleep deprivation as a badge of honor and finally get a good night’s sleep.",happiness
1025,How to Become a Straight-A Student," gives you the techniques A+ students have used to pass college with flying colors and summa cum laude degrees, without compromising their entire lives and spending every minute in the library, ranging from time management and note-taking tactics all the way to how you can write a great thesis.",happiness
1026,Rejection Proof," shows you that no “No” lasts forever, and how you can use rejection therapy to change your perspective of fear, embrace new challenges, and hear the word “Yes” more often than ever before.",happiness
1027,Smartcuts," explains how some people and businesses achieve rapid growth and build sustainable, profitable companies in the time it takes you to get another promotion, by working smart, not hard and hacking into the ladder of success, instead of climbing it one step at a time.",happiness
1028,Predictable Success," leads you through the various stages of companies and alternative paths they can and might take, depending on their actions, showing you the safest path towards predictable success, where you consistently achieve your goals.",happiness
1029,Traction, is a roadmap for startups to achieve the exponential growth necessary to survive the first few months and years by looking at 19 ways to get traction and a framework to help you pick the best one for your startup.,happiness
1030,Black Box Thinking," reveals that all paths to success lead through failure and what you can do to change your perspective on it, admit your mistakes, and build your own black box to consistently learn and improve from the feedback failure gives you.",happiness
1031,Reading Like A Writer," takes you through the various elements of world-famous literature and shows you how, by paying close attention to how great authors employ them, you can not only get a lot more from your reading, but also learn to be a better writer yourself.",happiness
1032,Smarter Faster Better," tells deeply researched stories from professionals around the world to show you how to do what you’re already doing in a better, more efficient way, by focusing on decisions, motivation and the way we set goals.",happiness
1033,10 Days To Faster Reading," helps you bring your reading skills to the current century, even if you’ve stopped developing them, like most of us, with the end of elementary school, by helping you select what to read in a better way and giving you actionable techniques to read and retain faster and better.",happiness
1034,The Art Of Learning," explains the science of becoming a top performer, based on Josh Waitzkin’s personal rise to the top of the chess and Tai Chi world, by showing you the right mindset, proper ways to practice and how to build the habits of a professional.",happiness
1035,Carrots And Sticks," explains how you can harness the power of incentives – carrots and sticks – to change your bad behaviors, improve your self-control and reach your long-term goals.",happiness
1036,"Eat, Move, Sleep"," shows you that living a long and healthy life is not the result of massive lifestyle changes, but of lots of small habits, which improve the way you sleep, eat and exercise and, if combined, add a whole lot to your health.",happiness
1037,Why We Work," looks at the purpose of work in our lives by examining how different people view their work, what traits make work feel meaningful, and which questions companies should ask to maximize the motivation of their employees.",happiness
1038,Deep Work," proposes that we have lost our ability to focus deeply and immerse ourselves in a complex task, showing you how to cultivate this skill again and focus more than ever before with four simple rules.",happiness
1039,Losing My Virginity," details Richard Branson’s meteoric rise to success and digs into what made him the adventurous, fun-loving, daring entrepreneur he is today and what lessons you can learn about business from him.",happiness
1040,The Desire Map," gives your goal-setting mechanism a makeover by showing you that desire, not facts, is what fuels our lives and helps you rely on your feelings to navigate life, instead of giving in to the pressure of the outside world to check the boxes on goals that don’t really matter to you.",happiness
1041,The Art of Non-Conformity," teaches you how to play life by your own rules by giving you practical glimpses into the world of self-employment, a new approach to travel, to-do list minimalism and conscious spending habits.",happiness
1042,David and Goliath," explains why underdogs win in situations where the odds are stacked unfavorably against them, and how you can do the same.",happiness
1043,Blink," explains what happens when you listen to your gut feeling, why these snap judgments are often much more efficient than conscious deliberating, and how to avoid your intuition leading you to wrong assumptions.",happiness
1044,Linchpin," shows you why the time of simply following instructions at your job is over and how to make yourself indispensable, which is a must for success today.",happiness
1045,Focus," shows you that attention is the thing that makes life worth living and helps you develop more of it to become focused in every area of life: work, relationships and your own attitude towards life and the planet.",happiness
1046,Rework," shows you that you need less than you think to start a business – way less – by explaining why plans are actually harmful, how productivity isn’t a result from working long hours and why hiring and seeking investors should be your absolute last resort.",happiness
1047,The Success Principles," condenses 64 lessons Jack Canfield learned on his journey to becoming a successful entrepreneur, author, coach and speaker into 6 sections, which will help you transform your mindset and take responsibility and control of your own life, so you can get from where you are to where you want to be.",happiness
1048,Do Over," shines a light on the four core skills you need to build an amazing career: relationships, skills, character and hustle, and shows you how to develop each one of them and use them in different stages of your career.",happiness
1049,Crush It," is the blueprint you need to turn your passion into your profession and will give you the tools to turn yourself into a brand, leverage social media, produce great content and reap the financial benefits of it.",happiness
1050,The Year Without Pants," dives into the company culture of Automattic, the company behind WordPress.com and explains how they’ve created a culture of work where employees thrive, creativity flows freely and new ideas are implemented on a daily basis.",happiness
1051,Start," shows you how you can flip the switch of your life from average to awesome by punching fear in the face, being realistic, living with purpose and going through the five stages of success, one step at a time.",happiness
1052,Rookie Smarts," argues against experience and for a mindset of learning in the modern workplace, due to knowledge growing and changing fast, which gives rookies a competitive advantage, as they’re not bound by common practices and the status quo.",happiness
1053,The Psychology of Winning," teaches you the 10 qualities of winners, which set them apart and help them win in every sphere of life: personally, professionally and spiritually.",happiness
1054,The 80/20 Principle, reveals how you can boost your effectiveness both in your own life and for your business by getting you in the mindset that not all inputs produce an equal amount of outputs and helping you embrace the Pareto principle.,happiness
1055,Quiet," shows the slow rise of the extrovert ideal for success throughout the 20th century, while making a case for the underappreciated power of introverts and showing up new ways for both forces to cooperate.",happiness
1056,Antifragile," reveals how some systems thrive from shocks, volatility and uncertainty, instead of breaking from them, and how you can adapt more antifragile traits yourself to thrive in an uncertain and chaotic world.",happiness
1057,Getting Things Done," is a manual for stress-free productivity, which helps you set up a system of lists, reminders and weekly reviews, in order to free your mind from having to remember tasks and to-dos and instead let it work at full focus on the task at hand.",happiness
1058,"Jab, Jab, Jab, Right Hook"," is a message to everyone who’s not on the social media train yet, showing them how to tell their story the right way on social media, so that it’ll actually get heard.",happiness
1059,The Art Of Work," is the instruction manual to find your vocation by looking into your passions, connecting them to the needs of the world, and thus building a legacy that’s bigger than yourself.",happiness
1060,The War Of Art," brings some much needed tough love to all artists, business people and creatives who spend more time battling the resistance against work than actually working, by identifying the procrastinating forces at play and pulling out the rug from under their feet.",happiness
1061,Mastery," debunks the myth of talent and shows you there are proven steps you can take to achieve mastery in a discipline of your own choosing, by analyzing the paths of some of history’s most famous masters, such as Einstein, Darwin and Da Vinci.",happiness
1062,The Pomodoro Technique," is the simplest way to productively manage your time with only two lists and a timer, by breaking down your workload into small, manageable chunks to stay fresh and focused throughout your day.",happiness
1063,So Good They Can’t Ignore You," sheds some much needed light on the “follow your passion” myth and shows you that the true path to work you love lies in becoming a craftsman of the work you already have, collecting rare skills and taking control of your hours in the process.",happiness
1064,Zero To One," is an inside look at Peter Thiel’s philosophy and strategy for making your startup a success by looking at the lessons he learned from founding and selling PayPal, investing in Facebook and becoming a billionaire in the process.",happiness
1065,The ONE Thing," gives you a very simple approach to productivity, based around a single question, to help you have less clutter, distractions and stress, and more focus, energy and success.",happiness
1066,Steve Jobs," is the most detailed and accurate account of the life of the man who created Apple, the most valuable technology company in the world.",happiness
1067,The Wisdom Of Crowds," researches why groups reach better decisions than individuals, what makes groups smart, where the dangers of group decisions lie, and how each of us can encourage the groups we are part of to work together.",happiness
1068,The Willpower Instinct," breaks down willpower into 3 categories, and gives you science-backed systems to improve your self-control, break bad habits and choose long-term goals over instant gratification.",happiness
1069,How We Learn," teaches you how your brain creates and recalls memories, what you can do to remember things better and longer, and how you can boost your creativity and improve your gut decisions along the way.",happiness
1070,You Are Not Your Brain," educates you about the science behind bad habits and breaking them, giving you an actionable 4-step framework you can use to stop listening to your brain’s deceptive messages.",happiness
1071,Outlive," compiles the latest science on health and longevity, combined with practical advice anyone can use to live better today and beat four types of chronic disease with the four pillars of good health: exercise, nutrition, sleep, and emotional health.",happiness
1072,The 1-Page Marketing Plan," offers a hands-on guide to creating a simple, single-page marketing strategy that will help you find prospects, generate leads, keep them engaged, and close sales, all from scratch.",happiness
1073,Discourses," is a transcription of Epictetus’s lectures which aim to address a series of life ethics and tales that can help us make sense of certain things happening to us, such as hardship, challenges, and life events that ultimately lead to a stronger character.",happiness
1074,Toward a Psychology of Being," encompasses the extended research of Abraham Maslow on the human condition, how people view their wants and needs, the process of psychological growth and how achieving a sense of fulfillment is possible by understanding your perspective on needs and the way your mind works.",happiness
1075,The Motivation Manifesto," explores how we can find purpose and meaningfulness in our lives by discovering our inner motivators and overcoming our fears, tapping into our inner power and living life fully and freely.",happiness
1076,Doesn’t Hurt To Ask," teaches persuasion via asking the right questions, explaining that intentional questions are the key to sharing your ideas, connecting with your audience, and convincing people both in the office and at home.",happiness
1077,The Power Of Myth," is a book based on Joseph Campbell and Bill Moyer’s popular 1988 documentary of the same name, explaining where myths come from, why they are so common in society, how they’ve evolved, and what important role they still play in our ever-changing world today.",happiness
1078,Building A StoryBrand, is your guide to turning your sales pages and product into an adventure for your clients by identifying the seven steps to successful storytelling as a company and how to craft the clearest message possible so that they will understand and want to be part of it.,happiness
1079,Everybody Lies," will expand your mind about the true nature of human beings by explaining what big data is, how it came to be, and how we can use it to understand ourselves better.",happiness
1080,The Personality Brokers," uncovers the true, yet un-scientific origins of the Myers-Briggs Type Indicator personality test.",happiness
1081,Contagious," illustrates why certain ideas and products spread better than others by sharing compelling stories from the world of business, social campaigns, and media.",happiness
1082,The More Of Less," teaches you how to declutter your time, mental capacities, and spaces to give more attention to the people and experiences that matter most.",happiness
1083,Psyched Up, is an in-depth look at the science behind mental preparation that will show you how to do your best when it counts the most based on what top performers do.,happiness
1084,21 Lessons For The 21st Century," highlights today’s most pressing political, cultural, and economic challenges created by technology while helping us prepare for an uncertain future.",happiness
1085,Letters From A Stoic, is a collection of moral epistles famous Roman Stoic and philosopher Seneca,happiness
1086,The Interpretation Of Dreams," is Sigmund Freud’s seminal work on scientifically analyzing the deeper meaning hidden inside each and every one of our human dreams, which will help you make more sense of your own psyche.",happiness
1087,21 Days To A Big Idea," shows you how to combine the creative and rational sides of your brain to come up with cool, new ideas and fun ways to implement them, which might even help you create a sustainable business in the long run, in as little as 21 days.",happiness
1088,The Geography Of Genius," explains how genius is not an inherited trait bound to individual, but rather happens at the intersection of time and place, by talking you on a tour through some of the historically most creative cities in the world.",happiness
1089,The Language Instinct," argues that we are born with an innate capability to understand languages, that most of them are more similar than you might think and explains where our capability to deal with words so well comes from.",happiness
1090,Through The Language Glass," explains how the language you speak fundamentally alters your reality and how nature, culture and language have all been intertwined all throughout history.",happiness
1091,Million Dollar Consulting," teaches you how to build a thriving consultancy business, by focusing on relationships, delivering strategic value and thinking long-term all the way through.",happiness
1092,How To Create A Mind," breaks down the human brain into its components, in order to then draw parallels to computers and find out what is required to let them replicate our minds, thus creating true, artificial intelligence.",happiness
1093,Inventology," takes you through the history of how many of the world’s best inventors came across their ideas, uncovering their creative process and how you can update it for today to figure out what drives great inventions and come up with your own.",happiness
1094,Pitch Anything," relies on tactics and strategies from a field called neuroeconomics to give you an entirely new way of presenting, pitching and convincing other people of your ideas and offers.",happiness
1095,The Signal And The Noise," explains why so many predictions end up being wrong, and how statisticians, politicians and meteorologists fall prey to masses of data, when finding important signals is mostly a matter of being cautious, diligent and, most importantly, human.",happiness
1096,Meditations On First Philosophy," is one of the premier works of Western philosophy, written by René Descartes in 1641, prompting us to abandon everything that can possibly be doubted and then starting to reason our way forward based only on what we can know with absolute certainty.",happiness
1097,This Is Your Brain On Music," explains where music historically comes from, what it triggers in our brain, how we develop our tastes and why it’s a crucial part of our lives, along with what makes great musicians great.",happiness
1098,The ADHD Advantage," sheds light on one of the most falsely assessed health conditions of the 21st century, by explaining how ADHD is overdiagnosed, overmedicated and why people with ADHD should embrace it as a means of success.",happiness
1099,Ending Aging," describes how the process of aging is like a disease and therefore, treatable, by outlining the seven primary ways in which we age and possible antidotes to all of them, plus a glimpse into the future of potentially indefinite human life.",happiness
1100,How To Read Literature Like A Professor," shows you how to get more out of your reading, by educating you about the basics of classic literature and how authors use patterns, themes, memory and symbolism in their work to deliver their message to you.",happiness
1101,The 48 Laws Of Power," draws on many of history’s most famous power quarrels to show you what power looks like, how you can get it, what to do to defend yourself against the power of others and, most importantly, how to use it well and keep it.",happiness
1102,All Marketers Are Liars," is based on the idea that we believe whatever we want to believe, and that it’s exactly this trait of ours, which marketers use (and sometimes abuse) to sell their products by infusing them with good stories – whether they’re true or not.",happiness
1103,"Trust Me, I’m Lying"," is a marketer’s take on how influential blogs have become, why that’s something to worry about, and which broken dynamics govern the internet today, including his own confessions of how he gamed that very system to successfully generate press for his clients.",happiness
1104,Launch," is an early internet entrepreneurs step-by-step blueprint to creating products people want, launching them from the comfort of your home and building the life you’ve always wanted, thanks to the power of psychology, email, and of course the internet.",happiness
1105,Permission Marketing," explains why nobody pays attention to TV commercials and flyers anymore, and shows you how in today’s crowded market, you can cheaply start a dialogue with your ideal customer, build a relationship over time and sell to them much more effectively.",happiness
1106,Crossing The Chasm," gives high tech startups a marketing blueprint, in order to make their product get the initial traction it needs to eventually reach the majority of the market and not die in the chasm between early adopters and pragmatists.",happiness
1107,Purple Cow," explains why building a great product and advertising the heck out of it simply doesn’t cut it anymore and how you can build something that’s so remarkable people have to share it, in order to succeed in today’s crowded post-advertising world.",happiness
